SentID	Subdoc	Speaker
408	749-755	Messenger
409	756-757	Messenger
410	758-761	Messenger
411	762-763	Messenger
412	764-764	Messenger
413	764-765	Messenger
414	766-766	Messenger
415	767-768	Messenger
416	768-769	Messenger
417	770-770	Messenger
418	770-773	Messenger
419	774-775	Messenger
420	776-777	Messenger
421	778-779	Messenger
422	780-780	Messenger
423	780-782	Messenger
424	782-783	Messenger
425	784-785	Chorus
426	786-786	Chorus
427	787-788	Tecmessa
428	789-790	Chorus
429	791-791	Tecmessa
430	791-791	Tecmessa
431	792-793	Messenger
432	794-794	Tecmessa
433	795-796	Messenger
434	797-797	Tecmessa
435	798-798	Messenger
436	798-799	Messenger
437	800-800	Tecmessa
438	801-802	Messenger
439	803-806	Tecmessa
440	807-808	Tecmessa
441	809-809	Tecmessa
442	809-809	Tecmessa
443	810-810	Tecmessa
444	811-812	Tecmessa
445	813-813	Chorus
446	814-814	Chorus
447	815-816	Ajax
448	817-818	Ajax
449	819-820	Ajax
450	821-822	Ajax
451	823-823	Ajax
452	823-824	Ajax
453	825-825	Ajax
454	826-830	Ajax
455	831-834	Ajax
456	835-842	Ajax
457	843-844	Ajax
458	845-849	Ajax
459	850-851	Ajax
460	852-853	Ajax
461	854-854	Ajax
462	855-855	Ajax
463	856-858	Ajax
464	859-863	Ajax
465	864-865	Ajax
466	866-866	Ἡμιχόριον 1
467	867-868	Ἡμιχόριον 1
468	869-869	Ἡμιχόριον 1
469	870-870	Ἡμιχόριον 1
470	871-871	Ἡμιχόριον 1
471	872-872	Ἡμιχόριον 2
472	873-873	Ἡμιχόριον 1
473	874-874	Ἡμιχόριον 2
474	875-875	Ἡμιχόριον 1
475	876-876	Ἡμιχόριον 2
476	877-878	Ἡμιχόριον 1
477	879-886	Chorus
478	886-890	Chorus
479	891-891	Tecmessa
480	892-892	Chorus
481	893-893	Tecmessa
482	894-895	Chorus
483	896-896	Tecmessa
484	897-897	Chorus
485	898-899	Tecmessa
486	900-900	Chorus
487	901-903	Chorus
488	905-905	Chorus
489	906-906	Tecmessa
490	907-907	Tecmessa
491	907-910	Tecmessa
492	911-911	Chorus
493	912-912	Chorus
494	912-913	Chorus
495	915-915	Tecmessa
496	915-920	Tecmessa
497	921-921	Tecmessa
498	921-921	Tecmessa
499	922-922	Tecmessa
500	922-923	Tecmessa
501	924-925	Tecmessa
502	926-930	Chorus
503	930-933	Chorus
504	934-936	Chorus
505	937-937	Tecmessa
506	938-938	Chorus
507	939-939	Tecmessa
508	940-941	Chorus
509	942-942	Tecmessa
510	943-943	Chorus
511	944-945	Tecmessa
512	946-948	Chorus
513	949-949	Chorus
514	950-950	Tecmessa
515	951-951	Chorus
516	952-953	Tecmessa
517	955-960	Chorus
518	961-962	Tecmessa
519	962-963	Tecmessa
520	964-965	Tecmessa
521	966-967	Tecmessa
522	967-968	Tecmessa
523	969-969	Tecmessa
524	970-970	Tecmessa
525	971-971	Tecmessa
526	972-973	Tecmessa
527	974-974	Teucros
528	975-975	Chorus
529	975-976	Chorus
530	977-978	Teucros
531	979-979	Chorus
532	980-980	Teucros
533	981-981	Chorus
534	981-981	Teucros
535	982-982	Chorus
536	982-982	Teucros
537	983-983	Chorus
538	983-983	Teucros
539	983-984	Teucros
540	985-985	Chorus
541	985-987	Teucros
542	988-988	Teucros
543	988-989	Teucros
544	990-991	Chorus
545	992-995	Teucros
546	996-997	Teucros
547	998-999	Teucros
548	1000-1001	Teucros
549	1002-1002	Teucros
550	1003-1003	Teucros
551	1004-1005	Teucros
552	1006-1007	Teucros
553	1008-1010	Teucros
554	1010-1010	Teucros
555	1010-1011	Teucros
556	1012-1012	Teucros
557	1012-1016	Teucros
558	1017-1018	Teucros
559	1019-1020	Teucros
560	1021-1021	Teucros
561	1021-1022	Teucros
562	1023-1023	Teucros
563	1024-1024	Teucros
564	1024-1025	Teucros
565	1025-1026	Teucros
566	1026-1027	Teucros
567	1028-1028	Teucros
568	1029-1031	Teucros
569	1032-1033	Teucros
570	1034-1035	Teucros
571	1036-1037	Teucros
572	1038-1039	Teucros
573	1040-1041	Chorus
574	1042-1043	Chorus
575	1044-1044	Teucros
576	1045-1045	Chorus
577	1046-1046	Teucros
578	1046-1046	Teucros
579	1047-1048	Menelaus
580	1049-1049	Teucros
581	1050-1050	Menelaus
582	1051-1051	Teucros
583	1052-1054	Menelaus
584	1055-1056	Menelaus
585	1057-1060	Menelaus
586	1060-1061	Menelaus
587	1062-1065	Menelaus
588	1066-1066	Menelaus
589	1067-1069	Menelaus
590	1069-1070	Menelaus
591	1071-1072	Menelaus
592	1073-1076	Menelaus
593	1077-1078	Menelaus
594	1079-1080	Menelaus
595	1081-1083	Menelaus
596	1084-1086	Menelaus
597	1087-1087	Menelaus
598	1087-1088	Menelaus
599	1089-1090	Menelaus
600	1091-1092	Chorus
601	1093-1096	Teucros
602	1097-1098	Teucros
603	1099-1099	Teucros
604	1100-1100	Teucros
605	1100-1101	Teucros
606	1102-1102	Teucros
607	1103-1104	Teucros
608	1105-1106	Teucros
609	1107-1108	Teucros
610	1108-1110	Teucros
611	1111-1114	Teucros
612	1114-1114	Teucros
613	1115-1117	Teucros
614	1118-1118	Chorus
615	1119-1119	Chorus
616	1120-1120	Menelaus
617	1121-1121	Teucros
618	1122-1122	Menelaus
619	15-1123	Teucros
620	1124-1124	Menelaus
621	1125-1125	Teucros
622	1126-1126	Menelaus
623	1127-1127	Teucros
624	1127-1127	Teucros
625	1128-1128	Menelaus
626	1129-1129	Teucros
627	1130-1130	Menelaus
628	1131-1131	Teucros
629	1132-1132	Menelaus
630	1132-1132	Menelaus
631	1133-1133	Teucros
632	1134-1134	Menelaus
633	1134-1134	Menelaus
634	1135-1135	Teucros
635	1136-1136	Menelaus
636	1137-1137	Teucros
637	1138-1138	Menelaus
638	1139-1139	Teucros
639	1140-1140	Menelaus
640	1140-1140	Menelaus
641	1141-1141	Teucros
642	1142-1146	Menelaus
643	1147-1149	Menelaus
644	1150-1151	Teucros
645	1152-1153	Teucros
646	1154-1154	Teucros
647	1155-1155	Teucros
648	1156-1156	Teucros
649	1157-1158	Teucros
650	1158-1158	Teucros
651	1159-1159	Menelaus
652	1159-1160	Menelaus
653	1161-1161	Teucros
654	1161-1162	Teucros
655	1163-1163	Chorus
656	1164-1167	Chorus
657	1168-1170	Teucros
658	1171-1172	Teucros
659	1173-1175	Teucros
660	1175-1179	Teucros
661	1180-1181	Teucros
662	1182-1184	Teucros
663	1185-1191	Chorus
664	1192-1196	Chorus
665	1197-1197	Chorus
666	1198-1198	Chorus
667	1199-1204	Chorus
668	1205-1205	Chorus
669	1206-1210	Chorus
670	1211-1213	Chorus
671	1214-1215	Chorus
672	1215-1216	Chorus
673	1217-1222	Chorus
674	1223-1224	Teucros
675	1225-1225	Teucros
676	1226-1227	Agamemnon
677	1228-1228	Agamemnon
678	1229-1234	Agamemnon
679	1235-1235	Agamemnon
680	1236-1236	Agamemnon
681	1237-1237	Agamemnon
682	1238-1238	Agamemnon
683	1239-1245	Agamemnon
684	1246-1249	Agamemnon
685	1250-1250	Agamemnon
686	1250-1252	Agamemnon
687	1253-1254	Agamemnon
688	1255-1256	Agamemnon
689	1257-1258	Agamemnon
690	1259-1259	Agamemnon
691	1259-1261	Agamemnon
692	1262-1262	Agamemnon
693	1263-1263	Agamemnon
694	1264-1264	Chorus
695	1265-1265	Chorus
696	1266-1266	Teucros
697	1266-1270	Teucros
698	1271-1271	Teucros
699	1272-1279	Teucros
700	1280-1280	Teucros
701	1280-1281	Teucros
702	1282-1282	Teucros
703	1283-1287	Teucros
704	1288-1289	Teucros
705	1290-1290	Teucros
706	1291-1292	Teucros
707	1293-1294	Teucros
708	1295-1297	Teucros
709	1298-1298	Teucros
710	1299-1302	Teucros
711	1302-1303	Teucros
712	1304-1307	Teucros
713	1308-1309	Teucros
714	1310-1312	Teucros
715	1313-1313	Teucros
716	1314-1315	Teucros
717	1316-1317	Chorus
718	1318-1318	Odysseus
719	1318-1319	Odysseus
720	1320-1321	Agamemnon
721	1322-1322	Odysseus
722	1322-1323	Odysseus
723	1324-1324	Agamemnon
724	1324-1324	Agamemnon
725	1325-1325	Odysseus
726	1326-1327	Agamemnon
727	1328-1329	Odysseus
728	1330-1330	Agamemnon
729	1330-1331	Agamemnon
730	1332-1332	Odysseus
731	1332-1333	Odysseus
732	1334-1335	Odysseus
733	1336-1341	Odysseus
734	1342-1342	Odysseus
735	1343-1344	Odysseus
736	1344-1345	Odysseus
737	1346-1346	Agamemnon
738	1347-1347	Odysseus
739	1347-1347	Odysseus
740	1348-1348	Agamemnon
741	1349-1349	Odysseus
742	1350-1350	Agamemnon
743	1351-1351	Odysseus
744	1352-1352	Agamemnon
745	1353-1353	Odysseus
746	1353-1353	Odysseus
747	1354-1354	Agamemnon
748	1355-1355	Odysseus
749	1356-1356	Agamemnon
750	1356-1356	Agamemnon
751	1357-1357	Odysseus
752	1358-1358	Agamemnon
753	1359-1359	Odysseus
754	1360-1360	Agamemnon
755	1361-1361	Odysseus
756	1362-1362	Agamemnon
757	1363-1363	Odysseus
758	1364-1364	Agamemnon
759	1365-1365	Odysseus
760	1365-1365	Odysseus
761	1366-1366	Agamemnon
762	1367-1367	Odysseus
763	1368-1368	Agamemnon
764	1369-1369	Odysseus
765	1370-1373	Agamemnon
766	1373-1373	Agamemnon
767	1374-1375	Chorus
768	1376-1377	Odysseus
769	1378-1380	Odysseus
770	1381-1382	Teucros
771	1383-1388	Teucros
772	1390-1393	Teucros
773	1394-1396	Teucros
774	1397-1398	Teucros
775	1399-1399	Teucros
776	1399-1400	Teucros
777	1400-1400	Odysseus
778	1400-1401	Odysseus
779	1402-1402	Teucros
780	1402-1403	Teucros
781	1403-1406	Teucros
782	1407-1408	Teucros
783	1410-1412	Teucros
784	1412-1414	Teucros
785	1414-1418	Teucros
786	1419-1420	Chorus
787	1420-1421	Chorus
